timestamp,pitch_hz,confidence,voiced
0.0080,1964.58,0.2478,false
0.0240,1957.45,0.2657,false
0.0400,990.18,0.3023,false
0.0560,1896.70,0.2728,false
0.0720,969.89,0.3347,false
0.0880,973.93,0.4620,false
0.1040,983.58,0.6444,false
0.1200,990.44,0.7713,false
0.1360,992.78,0.8595,false
0.1520,993.73,0.9385,false
0.1680,994.01,0.9537,false
0.1840,994.17,0.9350,false
0.2000,994.31,0.8906,false
0.2160,994.43,0.7805,false
0.2320,994.73,0.5695,false
0.2480,490.58,0.4004,false
0.2640,490.58,0.4726,false
0.2800,490.57,0.4269,false
0.2960,490.56,0.3675,false
0.3120,490.60,0.3206,false
0.3280,490.52,0.3042,false
0.3440,489.49,0.3090,false
0.3600,485.86,0.2711,false
0.3760,612.18,0.1718,false
0.3920,606.07,0.1147,false
0.4080,1897.27,0.2539,false
0.4240,1885.35,0.2857,false
0.4400,1888.81,0.2920,false
0.4560,1886.36,0.2757,false
0.4720,1886.84,0.2607,false
0.4880,392.47,0.2208,false
0.5040,1875.74,0.2593,false
0.5200,1870.25,0.2515,false
0.5360,1866.47,0.2448,false
0.5520,1868.63,0.2556,false
0.5680,1796.58,0.3889,false
0.5840,1797.81,0.4482,false
0.6000,1792.96,0.4741,false
0.6160,1783.33,0.5028,false
0.6320,1783.27,0.5289,false
0.6480,1782.63,0.5566,false
0.6640,1777.88,0.5903,false
0.6800,1778.65,0.6140,false
0.6960,1781.75,0.6414,false
0.7120,1784.53,0.6644,false
0.7280,1783.38,0.7082,false
0.7440,1782.67,0.7408,false
0.7600,1786.24,0.7366,false
0.7760,1787.10,0.7455,false
0.7920,1788.76,0.7531,false
0.8080,1789.78,0.7462,false
0.8240,1788.38,0.7352,false
0.8400,1786.18,0.7529,false
0.8560,1785.34,0.7569,false
0.8720,1787.44,0.7297,false
0.8880,1789.37,0.6851,false
0.9040,1788.05,0.6503,false
0.9200,1792.74,0.6051,false
0.9360,1797.41,0.5763,false
0.9520,1794.32,0.6152,false
0.9680,1791.42,0.6417,false
0.9840,1793.91,0.6069,false
1.0000,1794.30,0.5768,false
1.0160,1792.74,0.5621,false
1.0320,1792.94,0.5533,false
1.0480,1792.37,0.5682,false
1.0640,1790.85,0.5985,false
1.0800,1787.80,0.6113,false
1.0960,1782.70,0.6333,false
1.1120,1776.67,0.6488,false
1.1280,1771.83,0.6391,false
1.1440,1771.37,0.6188,false
1.1600,1768.89,0.5840,false
