midi
48.06742
48.080322
48.080673
48.08072
48.080727
48.080727
48.080727
48.080734
48.080734
48.080734
48.080734
48.080734
48.080734
48.080734
48.080734
48.080734
48.08072
48.080647
48.080513
48.080505
48.080418
48.080215
48.080025
48.07972
48.079407
48.0792
48.079178
48.079002
48.07776
48.07749
48.076504
48.076653
48.077717
48.079185
48.079502
48.07955
48.080654
48.07966
48.07988
48.08067
48.08132
48.080612
48.08084
48.081882
48.08185
48.082
48.082554
48.08307
48.08355
48.08393
48.08397
48.083755
48.08328
48.08278
48.08309
48.084354
48.0866
48.09015
48.093742
48.08603
48.081383
48.080486
48.08123
48.082207
48.082886
48.07726
48.07885
48.079594
48.079777
48.08
48.080513
48.08072
48.080257
59.000168
58.9973
58.997498
48.074913
48.077477
48.076527
48.07498
48.077465
48.079712
48.08023
48.080208
48.079983
48.079735
48.079147
48.07875
48.078735
48.077827
48.075485
48.071823
48.05934
48.041702
48.03954
48.05983
48.065865
48.068733
48.07234
48.07263
48.071606
48.068314
48.06983
48.070442
48.062233
44.98921
45.061127
45.095047
45.10104
45.101955
45.10399
45.10134
45.093872
45.08629
45.091698
45.0981
45.100014
45.10042
45.10163
45.102207
45.101837
45.10118
45.10002
45.099747
45.09964
45.0987
45.09739
45.098545
45.099518
45.102165
45.10422
45.104473
45.102097
45.096947
45.09049
45.084766
45.06993
45.066277
45.085625
45.093277
45.098007
45.052788
44.965496
44.982735
45.049885
45.058624
45.049416
45.032715
45.091515
45.23842
45.270252
45.28161
45.263752
45.229218
45.20172
45.185246
45.160805
45.234566
48.025368
48.053886
48.053432
48.06253
48.071423
48.074924
48.077827
48.079254
48.079567
48.079437
48.079033
48.078583
48.078033
48.077377
48.07666
48.074463
48.072132
48.06961
48.059612
48.04423
48.04453
48.043396
48.046066
35.89653
35.913887
35.906693
35.874603
35.867905
35.8666
35.86199
35.85871
48.083
48.07537
48.07426
48.0744
54.967087
35.850777
35.851105
35.85156
35.851494
35.849407
37.79655
37.813534
37.823395
37.825478
37.827965
37.82801
37.826187
37.828274
37.8294
37.827614
37.827095
37.825733
45.074814
45.09247
45.10115
45.103924
45.103752
45.102962
45.10328
45.102722
45.10254
45.10167
45.101967
45.103626
45.10477
45.105576
45.105865
45.105972
45.10598
45.10588
45.105804
45.105827
45.105915
45.10596
45.105988
45.10602
45.106026
45.10603
45.106003
45.10601
45.10604
45.106026
45.10602
45.106003
45.105984
45.105515
48.057182
48.073074
48.07641
48.077778
48.07895
48.079662
48.079502
48.07836
48.07664
48.07399
48.070114
48.065903
48.06261
35.85138
35.851387
35.851273
35.851204
35.851353
35.85144
35.85224
35.852127
35.85267
35.85224
35.8519
35.85177
35.851524
35.851513
48.085007
48.073517
48.070038
48.067726
48.066456
48.07094
48.068794
48.02981
48.038162
48.05237
48.061813
48.061462
48.058372
48.048683
48.033974
48.029907
47.666294
47.585808
47.60312
47.631443
47.65921
47.78521
47.92691
47.94707
47.95115
47.937973
47.9084
47.857147
47.84649
47.887848
47.904205
47.915806
47.89203
47.9064
47.94554
48.02819
47.916473
47.86133
47.877914
47.905106
47.91132
47.936615
47.951694
47.880463
47.970943
47.9709
47.961838
45.10056
45.07996
45.091854
45.093544
45.099403
45.10202
45.10585
45.104805
45.10415
45.10347
45.103737
45.10443
45.10454
45.103935
45.10961
45.11508
45.114998
45.118767
45.138508
45.143265
45.118355
45.114403
45.138416
45.14547
45.132763
45.122555
45.11737
45.114887
48.07489
48.077698
48.078747
48.07894
48.079254
48.079483
48.07952
48.079674
48.08008
48.080116
48.079742
48.07949
48.079178
48.078033
48.07647
48.074284
48.0748
48.074768
48.065933
48.070114
48.073547
48.07568
35.851685
35.851707
35.852245
35.852615
35.853188
35.85379
35.854168
35.85401
35.85476
35.85795
35.85824
35.854637
35.85366
35.853928
35.853504
35.853436
35.85321
35.851448
35.851444
35.851444
35.851463
48.05799
48.069893
48.074097
48.074944
48.076385
48.078712
48.08049
48.080925
48.08052
48.079067
48.075996
48.073715
48.07354
48.073757
48.075104
48.073303
48.070564
48.068607
48.060036
48.106407
48.000584
47.879425
47.880653
47.91195
47.891293
47.79831
47.7315
47.746277
47.81883
37.823303
37.82843
37.831596
37.832462
37.83185
37.829533
37.8264
37.82203
37.813843
37.738186
37.71049
37.530693
37.675636
37.66112
45.107056
45.103924
45.104313
45.10333
45.097565
45.09459
45.093735
45.085564
45.0856
45.09427
45.095856
45.093464
45.097366
45.10099
45.10231
45.103397
45.105133
45.10585
45.105843
45.1056
45.105183
45.105003
45.105206
45.105316
45.105118
45.10511
45.10476
45.10444
45.103752
45.101585
45.10198
45.09912
45.09328
45.09912
45.109764
45.113815
45.113937
45.11601
45.114887
45.115723
45.12863
45.149605
45.171925
35.85154
35.85154
35.85156
47.995888
48.06613
48.07814
48.079796
48.079872
48.079666
48.080006
48.08059
48.080368
48.07972
48.079025
48.077923
48.076454
48.074055
48.070324
48.067257
48.046005
48.01351
47.979458
47.98056
47.993736
47.978836
47.957943
47.97944
48.01461
48.004864
47.97781
45.03842
45.074154
45.10244
45.126907
45.119507
45.10823
45.10469
45.09843
45.092094
45.09964
45.104828
45.104416
45.101944
45.105385
45.106144
45.10656
45.104153
45.1031
45.104034
45.10537
45.10587
45.10589
45.105904
45.10592
45.105904
45.105637
45.105217
45.105675
45.106007
45.10579
45.10543
45.10534
45.10417
45.10417
45.119488
59.977753
59.978027
59.978474
59.97837
59.97859
59.97876
59.97837
59.978306
59.97867
59.97867
59.97867
59.978886
59.97892
59.978268
59.974457
48.08059
48.08026
48.080376
48.08072
48.079575
48.07824
48.07818
48.077705
48.080532
48.077827
48.074287
48.073433
48.078243
48.08251
48.086098
48.086185
48.08245
48.081703
48.079468
48.075245
48.074856
48.08021
48.080124
48.080734
48.08159
48.081352
48.08097
48.081196
48.081665
48.079205
48.055603
47.992317
48.026035
48.102802
48.086082
48.059372
48.066685
48.081696
48.096947
48.111153
48.11079
48.112236
48.10882
48.0584
48.034386
47.994003
47.98781
48.0389
48.062813
48.06614
48.055584
48.07583
48.079414
48.079163
48.078953
48.07923
48.07925
48.079178
48.07807
48.076275
48.07552
48.076836
48.079414
48.080647
48.079914
48.077534
48.076103
48.072086
48.067394
48.047115
48.01751
47.994637
47.96197
45.018227
45.052048
45.046806
45.032055
45.044136
45.104477
45.105778
45.10627
45.105377
45.100105
45.094105
45.09491
45.097908
45.099163
45.09921
45.101524
45.104107
45.104843
45.10414
45.102753
45.101982
45.101177
45.129204
44.332016
44.346756
55.147465
54.94442
54.938747
55.0504
43.16012
43.161232
43.12327
43.125904
43.09777
43.27324
43.46577
43.985176
44.503242
44.56303
44.3563
44.04839
43.17215
43.134426
43.12604
43.12433
43.123886
43.124386
43.125137
43.125862
43.12675
43.13067
43.15007
43.20127
43.245354
43.209557
43.149044
43.131927
43.12378
43.12229
43.12317
43.124336
43.12452
43.134583
43.18338
43.17884
43.16591
43.178436
43.182484
43.1661
43.1643
44.950203
44.985672
45.019814
44.9859
44.947655
44.984886
45.013474
45.02083
45.026505
45.053795
45.074593
45.050575
35.842873
35.85157
35.851875
35.851784
35.851734
35.85173
35.85179
35.85174
35.85173
35.85174
35.85176
35.85181
35.851723
35.851658
35.851307
35.851295
35.85137
35.851395
35.851376
35.851425
35.85144
35.851402
35.851456
35.851456
35.851467
35.851486
35.851467
35.851456
35.851395
35.851357
35.85135
35.851295
35.851036
35.850403
35.849434
35.85
35.85086
35.851204
35.851295
35.851322
35.8514
35.851463
35.851494
35.85151
35.851517
35.85154
35.851562
35.851555
35.851624
35.851788
35.85174
35.85156
35.851513
35.85151
35.851513
35.851517
35.851517
35.851513
35.851536
35.851604
35.851658
35.851746
35.851746
35.851677
35.851585
35.85166
35.85188
35.851753
35.851685
35.8518
35.851906
35.8518
35.851685
35.85165
35.851616
35.851627
35.85163
35.851746
35.851776
35.851746
35.85189
35.851997
35.85172
35.851555
35.851532
35.851513
35.8515
35.8515
35.851517
35.851673
35.85228
35.853645
35.86067
35.902756
36.00416
37.83307
37.833275
37.833565
37.83406
37.834633
37.835266
37.83587
37.83558
37.835335
37.83531
37.835426
37.835136
37.834846
37.834793
37.83474
37.83477
37.834908
37.83493
37.834797
37.83473
37.834663
37.834656
37.83468
37.834656
37.834633
37.83467
37.83474
37.834915
37.835693
37.83704
37.837097
37.836227
37.835815
37.835526
37.83602
37.83638
37.835365
37.83507
37.835117
37.83475
37.834602
37.834568
37.834656
37.8347
37.83473
37.834763
37.834778
37.83482
37.83477
37.834717
37.834724
37.83481
37.835045
37.83558
37.836197
37.836143
37.83594
37.835083
37.834755
37.834663
37.83464
37.834633
37.834618
37.834618
37.834618
37.83464
37.834682
37.83468
37.834656
37.834656
37.834663
37.834656
37.83466
37.834656
37.83465
37.83467
37.83471
37.834717
37.83468
37.83464
37.834633
37.834633
37.834637
37.834656
37.83467
37.8347
37.8347
37.83467
37.83468
37.834705
37.83489
37.834984
37.83475
37.83469
37.834663
37.834686
37.834732
37.83474
37.83477
37.834778
37.834705
37.834686
37.834663
37.834633
37.834618
37.834602
37.834545
37.83457
37.83474
37.834656
37.834705
37.834785
37.834763
37.83468
37.83475
37.83528
37.83664
37.837616
37.83683
37.835266
37.83506
37.835037
37.83493
37.83484
37.83487
37.83506
37.835003
37.834778
37.834724
37.8347
37.83465
37.834488
37.834297
37.834244
37.834225
37.834385
37.834274
37.83428
37.83442
37.834587
37.834763
37.834866
37.835114
37.83631
37.837982
37.83589
37.83519
37.83512
37.83532
37.835915
37.837723
37.838276
37.836113
37.835533
37.83531
37.835213
37.83541
37.83525
37.835197
37.83654
37.84481
37.846085
37.839417
37.836975
37.83617
37.835197
37.835045
37.83484
37.83481
37.8348
37.834854
37.83494
37.834934
37.835007
37.83532
37.83583
37.83728
