timestamp,pitch_hz,confidence,voiced
0.0080,1911.10,0.2052,false
0.0240,1909.86,0.2452,false
0.0400,1592.31,0.2987,false
0.0560,1594.08,0.3238,false
0.0720,1600.24,0.3229,false
0.0880,1895.62,0.2917,false
0.1040,1887.82,0.2922,false
0.1200,1883.39,0.2911,false
0.1360,1883.34,0.2984,false
0.1520,1881.79,0.2983,false
0.1680,1890.11,0.2808,false
0.1840,1895.77,0.2811,false
0.2000,1898.47,0.2901,false
0.2160,1899.76,0.3107,false
0.2320,1901.09,0.2983,false
0.2480,1904.24,0.2891,false
0.2640,1906.47,0.2734,false
0.2800,1912.03,0.2651,false
0.2960,101.96,0.1958,false
0.3120,101.81,0.2144,false
0.3280,101.75,0.1909,false
0.3440,1827.69,0.3902,false
0.3600,1831.22,0.3932,false
0.3760,1903.62,0.2957,false
0.3920,1913.49,0.2597,false
0.4080,1925.53,0.2465,false
0.4240,1927.26,0.2364,false
0.4400,886.85,0.1535,false
0.4560,888.82,0.1408,false
0.4720,1932.38,0.1725,false
0.4880,440.24,0.1212,false
0.5040,439.16,0.1590,false
0.5200,437.55,0.1783,false
0.5360,436.82,0.1985,false
0.5520,437.00,0.2111,false
0.5680,436.54,0.1914,false
0.5840,436.99,0.1471,false
0.6000,1943.20,0.1909,false
0.6160,1942.28,0.1878,false
0.6320,1950.91,0.1896,false
0.6480,1947.19,0.2099,false
0.6640,1936.66,0.2354,false
0.6800,1945.69,0.2514,false
0.6960,1952.61,0.2748,false
0.7120,1959.21,0.2742,false
0.7280,1967.25,0.2403,false
0.7440,103.10,0.2027,false
0.7600,102.87,0.2309,false
0.7760,102.42,0.2533,false
0.7920,102.38,0.2657,false
0.8080,102.84,0.2686,false
0.8240,102.80,0.2985,false
0.8400,102.37,0.3031,false
0.8560,102.40,0.3132,false
0.8720,102.58,0.3320,false
0.8880,102.45,0.3386,false
0.9040,102.46,0.2972,false
0.9200,1475.20,0.2934,false
0.9360,1483.49,0.4096,false
0.9520,1490.34,0.5248,false
0.9680,1500.05,0.4748,false
0.9840,1520.21,0.5159,false
1.0000,1536.42,0.5845,false
1.0160,1536.87,0.6016,false
1.0320,1527.37,0.5033,false
1.0480,1520.52,0.3548,false
1.0640,437.34,0.1991,false
1.0800,436.73,0.2396,false
1.0960,435.74,0.2360,false
1.1120,435.34,0.2066,false
1.1280,1954.73,0.1981,false
1.1440,1959.90,0.2041,false
1.1600,1965.39,0.2320,false
1.1760,1964.28,0.2506,false
1.1920,1963.37,0.2451,false
1.2080,1966.93,0.2587,false
1.2240,1969.77,0.2703,false
1.2400,1967.49,0.2525,false
1.2560,1957.17,0.2245,false
1.2720,1946.49,0.2236,false
1.2880,1940.53,0.2333,false
1.3040,1927.96,0.2507,false
1.3200,1926.12,0.2664,false
1.3360,1929.30,0.2938,false
1.3520,1242.36,0.2971,false
1.3680,1243.83,0.3109,false
1.3840,1936.07,0.3047,false
1.4000,1951.97,0.2988,false
1.4160,1243.46,0.3019,false
1.4320,1244.22,0.3410,false
1.4480,1244.78,0.3076,false
1.4640,1248.21,0.2509,false
1.4800,151.54,0.4930,false
1.4960,151.42,0.4792,false
1.5120,151.80,0.4558,false
1.5280,151.81,0.4660,false
1.5440,150.14,0.3420,false
1.5600,1275.81,0.1697,false
1.5760,300.00,0.2347,false
1.5920,296.94,0.3002,false
1.6080,293.67,0.3243,false
1.6240,290.87,0.3734,false
1.6400,287.15,0.4330,false
1.6560,284.59,0.5100,false
1.6720,280.90,0.5205,false
1.6880,280.80,0.4356,false
1.7040,286.89,0.4109,false
1.7200,289.27,0.4604,false
1.7360,289.61,0.4937,false
1.7520,287.92,0.5335,false
1.7680,287.52,0.6380,false
1.7840,289.85,0.7744,false
1.8000,290.69,0.8372,false
1.8160,291.24,0.7996,false
1.8320,291.57,0.7456,false
1.8480,291.88,0.6791,false
1.8640,291.80,0.6597,false
1.8800,291.34,0.6403,false
1.8960,290.89,0.6083,false
1.9120,290.07,0.4810,false
1.9280,289.52,0.3096,false
1.9440,1283.61,0.2686,false
1.9600,1251.22,0.4109,false
1.9760,1245.40,0.4802,false
1.9920,1241.92,0.4606,false
2.0080,1239.85,0.4832,false
2.0240,1239.58,0.5294,false
2.0400,1238.74,0.4770,false
2.0560,1237.30,0.3912,false
2.0720,1236.58,0.3718,false
2.0880,1240.76,0.3581,false
2.1040,1238.26,0.2692,false
2.1200,1231.69,0.2167,false
2.1360,1232.16,0.1838,false
2.1520,102.62,0.2246,false
2.1680,102.24,0.2244,false
2.1840,1869.65,0.3267,false
2.2000,1854.04,0.3455,false
2.2160,1850.29,0.3491,false
2.2320,153.83,0.2616,false
2.2480,154.20,0.2894,false
2.2640,154.35,0.2886,false
2.2800,154.20,0.3507,false
2.2960,154.42,0.3534,false
2.3120,154.52,0.3659,false
2.3280,154.33,0.3683,false
2.3440,154.62,0.3208,false
2.3600,154.75,0.3141,false
2.3760,154.70,0.3173,false
2.3920,154.99,0.3656,false
2.4080,155.08,0.2957,false
2.4240,154.99,0.2683,false
2.4400,154.44,0.2541,false
2.4560,951.47,0.2828,false
2.4720,943.50,0.2719,false
2.4880,941.34,0.2523,false
2.5040,938.79,0.2354,false
2.5200,1991.86,0.1726,false
2.5360,1958.28,0.1707,false
2.5520,1821.86,0.1673,false
2.5680,102.06,0.2486,false
2.5840,104.61,0.3186,false
2.6000,215.33,0.2966,false
2.6160,2000.63,0.1093,false
2.6320,1959.88,0.1525,false
2.6480,838.49,0.1418,false
2.6640,839.33,0.1338,false
2.6800,336.09,0.4434,false
2.6960,340.96,0.5173,false
2.7120,332.84,0.3915,false
2.7280,323.12,0.2592,false
2.7440,427.19,0.1500,false
2.7600,433.31,0.1961,false
2.7760,432.29,0.2975,false
2.7920,432.12,0.3310,false
2.8080,431.72,0.3361,false
2.8240,430.50,0.3287,false
2.8400,431.56,0.2851,false
2.8560,432.91,0.3233,false
2.8720,435.38,0.2487,false
2.8880,436.82,0.2500,false
2.9040,91.96,0.6128,false
2.9200,92.46,0.5842,false
2.9360,434.46,0.1724,false
2.9520,435.45,0.1392,false
2.9680,436.05,0.1263,false
2.9840,437.76,0.1459,false
3.0000,980.99,0.2986,false
3.0160,441.39,0.2427,false
3.0320,439.36,0.3791,false
3.0480,438.93,0.4246,false
3.0640,438.48,0.3925,false
3.0800,438.23,0.4446,false
3.0960,438.04,0.4874,false
3.1120,437.94,0.4445,false
3.1280,438.02,0.3982,false
3.1440,437.99,0.2943,false
3.1600,1814.00,0.4895,false
3.1760,1766.35,0.7052,false
3.1920,1750.47,0.8238,false
3.2080,1726.45,0.8832,false
3.2240,1678.37,0.8590,false
3.2400,1653.97,0.8429,false
3.2560,1648.54,0.8120,false
3.2720,1649.80,0.7183,false
3.2880,1659.86,0.5904,false
3.3040,1703.86,0.4810,false
3.3200,1720.53,0.3877,false
3.3360,1732.64,0.3188,false
3.3520,466.46,0.1146,false
3.3680,1877.96,0.1651,false
3.3840,1914.42,0.1750,false
3.4000,1933.96,0.2293,false
3.4160,1934.67,0.3464,false
3.4320,1938.92,0.3715,false
3.4480,1942.20,0.3276,false
3.4640,1936.85,0.2540,false
3.4800,1927.51,0.2304,false
3.4960,1928.97,0.2469,false
3.5120,1938.28,0.2336,false
3.5280,434.86,0.2419,false
3.5440,434.12,0.2261,false
3.5600,1219.23,0.2824,false
3.5760,1233.43,0.3116,false
3.5920,1240.94,0.3567,false
3.6080,1244.20,0.3316,false
3.6240,1246.65,0.2474,false
3.6400,435.01,0.2794,false
3.6560,435.63,0.3298,false
3.6720,436.50,0.4539,false
3.6880,436.82,0.5076,false
3.7040,436.58,0.4512,false
3.7200,435.72,0.3616,false
3.7360,434.31,0.2636,false
3.7520,1959.73,0.2689,false
3.7680,1961.89,0.2597,false
3.7840,1968.91,0.2605,false
3.8000,1973.00,0.2650,false
3.8160,150.67,0.3550,false
3.8320,151.33,0.4158,false
3.8480,151.75,0.4577,false
3.8640,151.95,0.4720,false
3.8800,151.43,0.4489,false
3.8960,150.84,0.3569,false
3.9120,1972.99,0.3076,false
3.9280,1972.47,0.3235,false
3.9440,1965.55,0.3050,false
3.9600,1953.92,0.2773,false
3.9760,1230.29,0.2984,false
3.9920,1235.54,0.3821,false
4.0080,1237.59,0.4179,false
4.0240,1241.49,0.4266,false
4.0400,1246.87,0.4492,false
4.0560,1248.31,0.4556,false
4.0720,1248.61,0.4056,false
4.0880,154.46,0.5106,false
4.1040,154.11,0.5268,false
4.1200,153.81,0.5037,false
4.1360,153.44,0.4922,false
4.1520,151.74,0.3878,false
4.1680,149.66,0.2415,false
4.1840,1214.78,0.1891,false
4.2000,1213.92,0.1823,false
4.2160,1204.87,0.1850,false
4.2320,453.89,0.1989,false
4.2480,152.51,0.2396,false
4.2640,153.87,0.4055,false
4.2800,154.57,0.3432,false
4.2960,1246.06,0.3703,false
4.3120,154.58,0.3769,false
4.3280,154.61,0.5493,false
4.3440,154.83,0.5179,false
4.3600,155.10,0.4732,false
4.3760,1250.19,0.5311,false
4.3920,1250.15,0.5932,false
4.4080,1250.10,0.6128,false
4.4240,1250.06,0.5635,false
4.4400,154.77,0.4718,false
4.4560,154.73,0.6201,false
4.4720,155.02,0.7532,false
4.4880,155.28,0.7894,false
4.5040,155.15,0.8013,false
4.5200,154.96,0.8205,false
4.5360,154.89,0.8539,false
4.5520,154.74,0.8246,false
4.5680,154.67,0.7736,false
4.5840,154.62,0.7332,false
4.6000,154.53,0.7176,false
4.6160,155.06,0.7636,false
4.6320,155.50,0.8297,false
4.6480,155.68,0.8828,false
4.6640,155.72,0.8848,false
4.6800,155.77,0.8968,false
4.6960,155.83,0.9283,false
4.7120,155.91,0.9563,false
4.7280,155.93,0.9639,false
4.7440,155.87,0.9476,false
4.7600,155.79,0.9302,false
4.7760,155.72,0.9168,false
4.7920,155.54,0.9139,false
4.8080,155.38,0.9314,false
4.8240,155.05,0.9426,false
4.8400,154.66,0.9479,false
4.8560,154.52,0.9462,false
4.8720,154.06,0.9231,false
4.8880,153.56,0.9110,false
4.9040,153.91,0.9116,false
4.9200,154.00,0.9185,false
4.9360,153.61,0.8826,false
4.9520,152.89,0.8156,false
4.9680,152.51,0.8241,false
4.9840,153.09,0.8627,false
5.0000,154.01,0.8995,false
5.0160,153.99,0.9165,false
5.0320,153.81,0.9152,false
5.0480,153.66,0.9249,false
5.0640,153.51,0.9210,false
5.0800,154.05,0.9214,false
5.0960,154.57,0.9438,false
5.1120,155.00,0.9593,false
5.1280,155.16,0.9638,false
5.1440,155.38,0.9673,false
5.1600,155.66,0.9725,false
5.1760,155.81,0.9825,true
5.1920,155.89,0.9834,true
5.2080,155.96,0.9904,true
5.2240,156.00,0.9963,true
5.2400,156.00,0.9974,true
5.2560,155.99,0.9978,true
5.2720,156.01,0.9986,true
5.2880,156.00,0.9988,true
5.3040,155.95,0.9981,true
5.3200,155.89,0.9967,true
5.3360,155.86,0.9958,true
5.3520,155.84,0.9956,true
5.3680,155.84,0.9942,true
5.3840,155.85,0.9937,true
5.4000,155.85,0.9942,true
5.4160,155.84,0.9947,true
5.4320,155.77,0.9937,true
5.4480,155.74,0.9930,true
5.4640,155.67,0.9933,true
5.4800,155.43,0.9906,true
5.4960,155.34,0.9869,true
5.5120,155.46,0.9880,true
5.5280,155.60,0.9877,true
5.5440,155.65,0.9860,true
5.5600,155.65,0.9833,true
5.5760,155.84,0.9901,true
5.5920,155.95,0.9960,true
5.6080,156.01,0.9969,true
5.6240,156.04,0.9977,true
5.6400,156.05,0.9980,true
5.6560,156.05,0.9983,true
5.6720,156.06,0.9983,true
5.6880,156.07,0.9983,true
5.7040,156.07,0.9984,true
5.7200,156.06,0.9982,true
5.7360,156.06,0.9977,true
5.7520,156.07,0.9971,true
5.7680,156.07,0.9984,true
5.7840,156.07,0.9994,true
5.8000,156.07,0.9997,true
5.8160,156.06,0.9998,true
5.8320,156.06,0.9999,true
5.8480,156.07,0.9999,true
5.8640,156.07,0.9999,true
5.8800,156.07,0.9999,true
5.8960,156.07,0.9999,true
5.9120,156.07,0.9999,true
5.9280,156.06,1.0000,true
5.9440,156.06,1.0000,true
5.9600,156.06,1.0000,true
5.9760,156.06,1.0000,true
5.9920,156.06,0.9999,true
6.0080,156.06,0.9999,true
6.0240,156.06,0.9999,true
6.0400,156.06,0.9999,true
6.0560,156.06,0.9999,true
6.0720,156.07,0.9999,true
6.0880,156.07,1.0000,true
6.1040,156.07,1.0000,true
6.1200,156.07,1.0000,true
6.1360,156.07,1.0000,true
6.1520,156.07,1.0000,true
6.1680,156.07,1.0000,true
6.1840,156.07,1.0000,true
6.2000,156.07,1.0000,true
6.2160,156.07,1.0000,true
6.2320,156.06,1.0000,true
6.2480,156.06,1.0000,true
6.2640,156.06,1.0000,true
6.2800,156.06,1.0000,true
6.2960,156.06,1.0000,true
6.3120,156.06,1.0000,true
6.3280,156.06,1.0000,true
6.3440,156.06,1.0000,true
6.3600,156.06,1.0000,true
6.3760,156.06,1.0000,true
6.3920,156.06,1.0000,true
6.4080,156.06,1.0000,true
6.4240,156.06,0.9999,true
6.4400,156.06,0.9999,true
6.4560,156.06,1.0000,true
6.4720,156.06,1.0000,true
6.4880,156.06,1.0000,true
6.5040,156.06,1.0000,true
6.5200,156.06,1.0000,true
6.5360,156.06,1.0000,true
6.5520,156.06,1.0000,true
6.5680,156.06,1.0000,true
6.5840,156.06,1.0000,true
6.6000,156.06,1.0000,true
6.6160,156.06,1.0000,true
6.6320,156.06,1.0000,true
6.6480,156.06,0.9999,true
6.6640,156.05,0.9997,true
6.6800,156.04,0.9994,true
6.6960,156.03,0.9991,true
6.7120,156.03,0.9990,true
6.7280,156.02,0.9989,true
6.7440,156.01,0.9975,true
6.7600,156.00,0.9917,true
6.7760,155.99,0.9874,true
6.7920,155.97,0.9879,true
6.8080,155.95,0.9789,false
6.8240,155.94,0.9647,false
6.8400,155.82,0.9650,false
6.8560,155.82,0.9517,false
6.8720,155.79,0.8746,false
6.8880,155.69,0.8146,false
6.9040,155.53,0.8052,false
6.9200,155.64,0.8514,false
6.9360,155.74,0.9127,false
6.9520,155.56,0.8921,false
6.9680,155.50,0.8533,false
6.9840,155.43,0.8226,false
7.0000,155.45,0.7026,false
7.0160,155.61,0.7770,false
7.0320,155.72,0.8947,false
7.0480,155.76,0.8873,false
7.0640,155.79,0.8668,false
7.0800,155.76,0.7977,false
7.0960,155.72,0.7819,false
7.1120,155.72,0.8468,false
7.1280,155.79,0.8936,false
7.1440,155.80,0.8827,false
7.1600,155.76,0.8105,false
7.1760,155.65,0.7888,false
7.1920,155.43,0.7509,false
7.2080,155.05,0.6007,false
7.2240,154.71,0.4241,false
7.2400,154.52,0.3021,false
7.2560,154.30,0.2267,false
7.2720,153.59,0.1698,false
7.2880,292.82,0.1603,false
7.3040,1869.78,0.1816,false
7.3200,1723.21,0.2633,false
7.3360,476.53,0.2540,false
7.3520,472.81,0.2560,false
7.3680,467.89,0.2517,false
7.3840,459.25,0.2267,false
7.4000,458.39,0.1557,false
7.4160,133.26,0.6836,false
7.4320,137.08,0.9476,false
7.4480,135.60,0.9877,true
7.4640,130.45,0.9844,true
7.4800,125.17,0.9915,true
7.4960,124.73,0.9968,true
7.5120,127.05,0.9964,true
7.5280,133.27,0.9980,true
7.5440,137.93,0.9995,true
7.5600,139.78,0.9998,true
7.5760,140.93,0.9998,true
7.5920,141.66,0.9999,true
7.6080,142.05,0.9999,true
7.6240,142.75,0.9999,true
7.6400,144.21,0.9998,true
7.6560,146.01,0.9996,true
7.6720,150.18,0.9999,true
