track_name,vocals_median_pitch_hz,accompaniment_median_pitch_hz
Nat Bhairav_8,330.16,83.14
Nat Bhairav_9,388.21000000000004,95.07
Nayaki Kanada_1,181.85,83.03
Nayaki Kanada_2,220.36,83.28
Nayaki Kanada_3,260.59,207.81
Nayaki Kanada_4,177.9,147.37
Nayaki Kanada_5,292.865,86.02
Nayaki Kanada_6,286.52,116.79
Nayaki Kanada_7,312.48,234.17
Nayaki Kanada_8,196.15,117.32
Nayaki Kanada_9,276.7,104.51
Pahadi_1,315.88,232.78
Pahadi_10,395.63,140.86
Pahadi_2,209.95,139.16
Pahadi_3,233.12,328.6
Pahadi_4,316.35,92.44
Pahadi_5,192.32,198.31
Pahadi_6,393.87,199.665
Pahadi_7,241.96,98.75
Pahadi_8,397.57,437.52
Pahadi_9,217.32999999999998,93.2
Parameshwari_1,322.98,115.39500000000001
Parameshwari_2,173.26,293.02
Parameshwari_3,258.12,193.68
Parameshwari_4,156.02,87.6
Parameshwari_5,244.6,147.35
Parameshwari_6,446.98,80.31
Parameshwari_7,255.03,260.58
Parameshwari_8,196.01,147.38
Patdeep_1,243.94,96.29
Patdeep_10,207.82,86.98
Patdeep_2,276.57,110.51
Patdeep_3,242.20499999999998,240.135
Patdeep_4,254.84,78.51
Patdeep_5,220.09,174.89
Patdeep_6,347.45,91.7
Patdeep_7,334.92,83.14
Patdeep_8,489.03999999999996,107.74
Patdeep_9,347.96,138.66
Pilu_1,332.19,322.9
Pilu_2,194.26,156.04
Pilu_3,139.17,139.17
Pilu_4,347.97,310.3
Pilu_5,303.88,86.61
Pilu_6,235.51,237.09
Pilu_7,136.25,78.71
Poorvi_1,192.66,196.22
Poorvi_10,198.67,119.86
Poorvi_2,223.15,79.55
Poorvi_3,207.46,84.62
Poorvi_4,174.82,139.17
Poorvi_5,246.42000000000002,233.02
Poorvi_6,192.31,147.37
Poorvi_7,255.265,242.17
Poorvi_8,260.44,104.55
Poorvi_9,275.39,220.05
Puriya Dhanashri_1,220.755,154.76
Puriya Dhanashri_10,311.04,106.71
Puriya Dhanashri_2,220.76,103.59
Puriya Dhanashri_3,168.45,92.52
Puriya Dhanashri_4,280.21,107.79
Puriya Dhanashri_5,200.67000000000002,78.49
Puriya Dhanashri_6,175.1,93.05
Puriya Dhanashri_7,173.57,100.44
Puriya Dhanashri_8,278.77,106.61
Puriya Dhanashri_9,299.61,106.68
Puriya Kalyan_1,324.63,83.11
Puriya Kalyan_10,246.77,117.23
Puriya Kalyan_2,203.78,117.63
Puriya Kalyan_3,207.48,83.12
Puriya Kalyan_4,338.46,254.42
Puriya Kalyan_5,161.76,149.985
Puriya Kalyan_6,182.46,174.99
Puriya Kalyan_7,306.745,110.66
Puriya Kalyan_8,220.06,110.68
Puriya Kalyan_9,303.85,99.15
Puriya_1,276.82,277.03
Puriya_10,200.93,83.77
Puriya_2,160.38,99.38499999999999
Puriya_3,280.24,413.12
Puriya_4,147.37,82.77
Puriya_5,150.16,78.49
Puriya_6,137.63,144.75
Puriya_7,150.15,156.06
Puriya_8,215.9,205.255
Puriya_9,150.12,110.77
Rageshri_1,224.3,107.95
Rageshri_10,175.78,93.18
Rageshri_2,175.0,93.22
Rageshri_3,183.42,93.34
Rageshri_4,147.38,102.08
Rageshri_5,233.03,232.345
Rageshri_6,236.61,147.37
Rageshri_7,279.03,93.09
Rageshri_8,301.35,91.32
Rageshri_9,139.16,139.04
Ramdasi Malhar_1,233.15,131.25
Ramdasi Malhar_10,322.62,83.17
Ramdasi Malhar_2,156.84,101.3
Ramdasi Malhar_3,296.565,117.16
Ramdasi Malhar_4,136.35,130.63
Ramdasi Malhar_5,208.515,97.79
Ramdasi Malhar_6,277.22,116.18
Ramdasi Malhar_7,185.84,83.4
Ramdasi Malhar_8,310.08,92.67
Ramdasi Malhar_9,188.485,101.33
Ramkali_1,200.025,72.73
Ramkali_2,220.07,220.06
Ramkali_3,178.41,95.8
Ramkali_4,192.56,72.72
Ramkali_5,328.865,108.93
Ramkali_6,193.19,155.77
Ramkali_7,234.59,106.8
Ramkali_8,187.075,156.04
Ramkali_9,309.88,78.75
Salagavarali_1,238.26,93.29
Salagavarali_10,166.73,122.86
Salagavarali_2,164.89499999999998,156.14
Salagavarali_3,147.14,70.5
Salagavarali_4,310.31,104.47
Salagavarali_5,285.53999999999996,117.56
Salagavarali_6,323.24,76.45
Salagavarali_7,316.28,221.71
Salagavarali_8,171.2,88.65
Salagavarali_9,268.96,64.92
Sarang_1,147.37,146.18
Sarang_10,161.56,106.41499999999999
Sarang_2,261.23,233.03
Sarang_3,374.11,122.025
Sarang_4,242.67,92.91
Sarang_5,233.11,117.19
Sarang_7,233.5,93.21
Sarang_8,232.69,102.46
Sarang_9,139.17,106.06
Saraswati_1,228.64,175.0
Saraswati_10,212.7,146.51
Saraswati_2,245.16,101.5
Saraswati_4,141.87,117.91999999999999
Saraswati_5,207.7,119.38
Saraswati_6,156.17,156.18
Saraswati_7,218.63,77.3
Saraswati_8,319.28,83.08
Saraswati_9,216.51,139.08
Shahana_1,329.65,310.28499999999997
Shahana_2,224.08,175.015
Shahana_3,251.57,95.06
Shahana_4,216.83,86.93
Shahana_5,465.6,91.43
Shahana_6,216.21,84.26
Shahana_7,368.48,102.88
Shahana_8,261.72,91.92
Shankara_1,206.79,104.92
Shankara_2,293.04,293.03
Shankara_3,196.67,127.20500000000001
Shankara_4,413.09,84.475
Shankara_5,284.26,111.54
Shankara_6,223.72,361.76
Shankara_7,195.815,139.15
Shankara_8,174.93,139.17
Shankara_9,202.13,69.73
Shivranjani_1,280.6,83.11
Shivranjani_2,184.15,156.05
Shivranjani_3,273.72,93.23
Shivranjani_4,381.955,110.06
Shivranjani_5,328.7,293.03
Shivranjani_6,175.57,114.39
Shobhawari_1,354.33,87.82
Shobhawari_2,184.81,277.31
Shobhawari_3,201.5,131.0
Shobhawari_4,185.28,129.41
Shobhawari_5,219.2,156.07
Shobhawari_6,390.07,103.61
Shobhawari_7,413.63,165.27
Shri_1,180.905,143.55
Shri_10,159.06,147.42
Shri_2,168.27,117.22
Shri_3,226.59,99.56
Shri_4,168.45,227.8
Shri_5,156.04,110.64
Shri_6,171.73,101.76
Shri_7,161.46,153.13
Shri_8,156.04,140.595
Shri_9,156.06,141.61
Shuddh Sarang_1,162.06,123.07
Shuddh Sarang_10,162.485,139.16
Shuddh Sarang_2,242.54,252.93
Shuddh Sarang_3,271.15999999999997,117.2
Shuddh Sarang_4,155.93,96.49
Shuddh Sarang_5,178.46,109.02
Shuddh Sarang_6,167.76,110.67
Shuddh Sarang_7,165.26,146.79
Shuddh Sarang_8,203.59,147.35
Shuddh Sarang_9,212.15,101.61
Shuddha Basant_1,413.33,310.26
Shuddha Basant_2,328.72,165.23
Shuddha Basant_3,316.095,293.02
Shuddha Basant_4,233.96,194.36
Shuddha Basant_5,245.0,220.06
Shuddha Basant_6,225.165,91.11
Shuddha Basant_7,239.4,147.37
Shuddha Basant_8,218.08,154.235
Shuddha Basant_9,220.08,149.68
Shuddha Kalyan_1,156.58,156.24
Shuddha Kalyan_10,157.78,157.44
Shuddha Kalyan_2,261.395,174.87
Shuddha Kalyan_3,293.03,293.03
Shuddha Kalyan_4,168.4,147.37
Shuddha Kalyan_5,181.75,146.46
Shuddha Kalyan_6,237.71,92.19
Shuddha Kalyan_7,165.25,110.81
Shuddha Kalyan_8,237.12,117.2
Shuddha Kalyan_9,233.26,234.19
Shyam Kalyan_1,171.72,104.96
Shyam Kalyan_10,165.26,72.72
Shyam Kalyan_2,203.515,114.69
Shyam Kalyan_3,316.21,129.81
Shyam Kalyan_4,276.73,267.11
Shyam Kalyan_5,276.72,246.73
Shyam Kalyan_6,281.49,71.39
Shyam Kalyan_7,314.595,117.09
Shyam Kalyan_8,232.98,233.03
Shyam Kalyan_9,249.99,156.05
Sindhura_1,221.39,89.16
Sindhura_2,307.685,93.2
Sindhura_3,247.22,93.15
Sindhura_4,278.5,435.315
Sindhura_5,282.31,104.13499999999999
Sindhura_6,308.52,103.07
Sindhura_7,310.47,463.35
Sindhura_8,328.59,110.68
Sindhura_9,326.1,276.77
Sohini_1,271.47,100.7
Sohini_2,297.23,88.01
Sohini_3,429.98,83.17
Sohini_4,262.98,138.86
Sohini_5,322.16,83.12
Sohini_6,413.335,88.39
Sohini_7,440.62,98.39
Sohini_8,429.46,104.92
Sohini_9,292.96,98.73
Sundarkali_1,203.85,49.84
Surdasi Malhar_1,242.005,144.33999999999997
Surdasi Malhar_10,233.32,84.94
Surdasi Malhar_2,233.69,83.31
Surdasi Malhar_3,261.515,84.92
Surdasi Malhar_4,235.03,155.37
Surdasi Malhar_5,376.32,184.32
Surdasi Malhar_6,352.57,93.09
Surdasi Malhar_7,224.655,108.87
Surdasi Malhar_8,216.95,83.14
Surdasi Malhar_9,221.68,92.41
Tilak Kamod_1,207.87,88.16
Tilak Kamod_2,248.06,93.05
Tilak Kamod_3,193.005,154.11
Tilak Kamod_4,195.68,156.06
Tilak Kamod_5,582.625,145.99
Tilak Kamod_6,211.76,157.3
Tilak Kamod_7,286.37,286.5
Tilak Kamod_8,481.35,86.69
Tilang Bahar_1,297.72,99.71
Tilang Bahar_2,249.45,99.98
Tilang Bahar_3,241.17,160.62
Tilang Bahar_4,324.04,107.87
Tilang_1,504.53,218.71499999999997
Tilang_2,347.6,147.14
Tilang_3,293.04,98.7
Tilang_4,292.97,276.99
Tilang_5,276.72,205.81
Tilang_6,239.875,93.33
Tilang_7,220.015,112.66
Tilang_8,228.48,98.6
Tilang_9,196.06,107.67
Todi_1,166.55,156.06
Todi_10,164.84,114.96
Todi_2,185.32,88.38
Todi_3,241.5,117.14500000000001
Todi_4,156.12,78.49
Todi_5,199.8,139.09
Todi_6,276.75,244.7
Todi_7,246.81,233.19
Todi_8,153.24,148.195
Todi_9,185.35,276.68
Yaman Kalyan_1,192.4,100.64
Yaman Kalyan_10,196.24,138.935
Yaman Kalyan_2,157.95,93.195
Yaman Kalyan_3,196.19,80.83
Yaman Kalyan_4,181.83,142.775
Yaman Kalyan_5,271.5,110.6
Yaman Kalyan_6,139.55,131.34
Yaman Kalyan_7,262.11,117.2
Yaman Kalyan_8,192.53,145.22
Yaman Kalyan_9,278.45,220.06
Zila Kafi_1,293.03,145.32
